Date,SPY,EFA,EEM,EMB,TLT,X.VIX1D,X.VIX9D,X.VIX,X.VIX3M,X.VIX6M
1990-02-08,NA,NA,NA,NA,NA,NA,NA,23.7700004577637,NA,NA
1990-02-09,NA,NA,NA,NA,NA,NA,NA,23.6900005340576,NA,NA
1990-02-12,NA,NA,NA,NA,NA,NA,NA,24.3799991607666,NA,NA
1990-02-13,NA,NA,NA,NA,NA,NA,NA,23.7600002288818,NA,NA
1990-02-14,NA,NA,NA,NA,NA,NA,NA,22.0499992370605,NA,NA
1990-02-15,NA,NA,NA,NA,NA,NA,NA,19.7099990844727,NA,NA
1990-02-16,NA,NA,NA,NA,NA,NA,NA,20.7800006866455,NA,NA
1990-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-02-20,NA,NA,NA,NA,NA,NA,NA,22.7800006866455,NA,NA
1990-02-21,NA,NA,NA,NA,NA,NA,NA,23.8899993896484,NA,NA
1990-02-22,NA,NA,NA,NA,NA,NA,NA,22.5400009155273,NA,NA
1990-02-23,NA,NA,NA,NA,NA,NA,NA,23.6900005340576,NA,NA
1990-02-26,NA,NA,NA,NA,NA,NA,NA,23.5599994659424,NA,NA
1990-02-27,NA,NA,NA,NA,NA,NA,NA,22.6900005340576,NA,NA
1990-02-28,NA,NA,NA,NA,NA,NA,NA,21.9899997711182,NA,NA
1990-03-01,NA,NA,NA,NA,NA,NA,NA,21.8999996185303,NA,NA
1990-03-02,NA,NA,NA,NA,NA,NA,NA,21.3400001525879,NA,NA
1990-03-05,NA,NA,NA,NA,NA,NA,NA,22.0300006866455,NA,NA
1990-03-06,NA,NA,NA,NA,NA,NA,NA,20.5499992370605,NA,NA
1990-03-07,NA,NA,NA,NA,NA,NA,NA,19.1000003814697,NA,NA
1990-03-08,NA,NA,NA,NA,NA,NA,NA,19.7399997711182,NA,NA
1990-03-09,NA,NA,NA,NA,NA,NA,NA,20.2999992370605,NA,NA
1990-03-12,NA,NA,NA,NA,NA,NA,NA,20.0699996948242,NA,NA
1990-03-13,NA,NA,NA,NA,NA,NA,NA,21.0499992370605,NA,NA
1990-03-14,NA,NA,NA,NA,NA,NA,NA,19.6499996185303,NA,NA
1990-03-15,NA,NA,NA,NA,NA,NA,NA,18.8099994659424,NA,NA
1990-03-16,NA,NA,NA,NA,NA,NA,NA,17.6200008392334,NA,NA
1990-03-19,NA,NA,NA,NA,NA,NA,NA,18.2900009155273,NA,NA
1990-03-20,NA,NA,NA,NA,NA,NA,NA,19.0599994659424,NA,NA
1990-03-21,NA,NA,NA,NA,NA,NA,NA,20.1000003814697,NA,NA
1990-03-22,NA,NA,NA,NA,NA,NA,NA,22.7399997711182,NA,NA
1990-03-23,NA,NA,NA,NA,NA,NA,NA,20.4599990844727,NA,NA
1990-03-26,NA,NA,NA,NA,NA,NA,NA,19.5900001525879,NA,NA
1990-03-27,NA,NA,NA,NA,NA,NA,NA,21.0100002288818,NA,NA
1990-03-28,NA,NA,NA,NA,NA,NA,NA,19.7700004577637,NA,NA
1990-03-29,NA,NA,NA,NA,NA,NA,NA,18.4599990844727,NA,NA
1990-03-30,NA,NA,NA,NA,NA,NA,NA,19.7299995422363,NA,NA
1990-04-02,NA,NA,NA,NA,NA,NA,NA,22.8400001525879,NA,NA
1990-04-03,NA,NA,NA,NA,NA,NA,NA,20.4400005340576,NA,NA
1990-04-04,NA,NA,NA,NA,NA,NA,NA,22.0300006866455,NA,NA
1990-04-05,NA,NA,NA,NA,NA,NA,NA,21.2099990844727,NA,NA
1990-04-06,NA,NA,NA,NA,NA,NA,NA,21.7600002288818,NA,NA
1990-04-09,NA,NA,NA,NA,NA,NA,NA,22.2999992370605,NA,NA
1990-04-10,NA,NA,NA,NA,NA,NA,NA,21.6900005340576,NA,NA
1990-04-11,NA,NA,NA,NA,NA,NA,NA,17.7299995422363,NA,NA
1990-04-12,NA,NA,NA,NA,NA,NA,NA,19.7999992370605,NA,NA
1990-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-04-16,NA,NA,NA,NA,NA,NA,NA,20.75,NA,NA
1990-04-17,NA,NA,NA,NA,NA,NA,NA,20.3799991607666,NA,NA
1990-04-18,NA,NA,NA,NA,NA,NA,NA,22.6700000762939,NA,NA
1990-04-19,NA,NA,NA,NA,NA,NA,NA,22.4599990844727,NA,NA
1990-04-20,NA,NA,NA,NA,NA,NA,NA,23.3299999237061,NA,NA
1990-04-23,NA,NA,NA,NA,NA,NA,NA,24.1599998474121,NA,NA
1990-04-24,NA,NA,NA,NA,NA,NA,NA,21.7000007629395,NA,NA
1990-04-25,NA,NA,NA,NA,NA,NA,NA,20.8600006103516,NA,NA
1990-04-26,NA,NA,NA,NA,NA,NA,NA,20.25,NA,NA
1990-04-27,NA,NA,NA,NA,NA,NA,NA,22.1900005340576,NA,NA
1990-04-30,NA,NA,NA,NA,NA,NA,NA,19.5200004577637,NA,NA
1990-05-01,NA,NA,NA,NA,NA,NA,NA,18.4300003051758,NA,NA
1990-05-02,NA,NA,NA,NA,NA,NA,NA,19.3199996948242,NA,NA
1990-05-03,NA,NA,NA,NA,NA,NA,NA,17.8099994659424,NA,NA
1990-05-04,NA,NA,NA,NA,NA,NA,NA,17.2800006866455,NA,NA
1990-05-07,NA,NA,NA,NA,NA,NA,NA,17.6499996185303,NA,NA
1990-05-08,NA,NA,NA,NA,NA,NA,NA,18.4899997711182,NA,NA
1990-05-09,NA,NA,NA,NA,NA,NA,NA,18.6399993896484,NA,NA
1990-05-10,NA,NA,NA,NA,NA,NA,NA,18.5900001525879,NA,NA
1990-05-11,NA,NA,NA,NA,NA,NA,NA,19.8099994659424,NA,NA
1990-05-14,NA,NA,NA,NA,NA,NA,NA,20.1399993896484,NA,NA
1990-05-15,NA,NA,NA,NA,NA,NA,NA,19.4899997711182,NA,NA
1990-05-16,NA,NA,NA,NA,NA,NA,NA,17.7099990844727,NA,NA
1990-05-17,NA,NA,NA,NA,NA,NA,NA,17.2700004577637,NA,NA
1990-05-18,NA,NA,NA,NA,NA,NA,NA,17.2000007629395,NA,NA
1990-05-21,NA,NA,NA,NA,NA,NA,NA,16.7199993133545,NA,NA
1990-05-22,NA,NA,NA,NA,NA,NA,NA,17.8400001525879,NA,NA
1990-05-23,NA,NA,NA,NA,NA,NA,NA,17.1800003051758,NA,NA
1990-05-24,NA,NA,NA,NA,NA,NA,NA,17.7000007629395,NA,NA
1990-05-25,NA,NA,NA,NA,NA,NA,NA,17.3199996948242,NA,NA
1990-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-05-29,NA,NA,NA,NA,NA,NA,NA,18.75,NA,NA
1990-05-30,NA,NA,NA,NA,NA,NA,NA,17.4400005340576,NA,NA
1990-05-31,NA,NA,NA,NA,NA,NA,NA,17.3700008392334,NA,NA
1990-06-01,NA,NA,NA,NA,NA,NA,NA,17.0900001525879,NA,NA
1990-06-04,NA,NA,NA,NA,NA,NA,NA,18.3899993896484,NA,NA
1990-06-05,NA,NA,NA,NA,NA,NA,NA,18.9699993133545,NA,NA
1990-06-06,NA,NA,NA,NA,NA,NA,NA,17.4200000762939,NA,NA
1990-06-07,NA,NA,NA,NA,NA,NA,NA,16.8799991607666,NA,NA
1990-06-08,NA,NA,NA,NA,NA,NA,NA,17.5799999237061,NA,NA
1990-06-11,NA,NA,NA,NA,NA,NA,NA,16.3400001525879,NA,NA
1990-06-12,NA,NA,NA,NA,NA,NA,NA,16.6000003814697,NA,NA
1990-06-13,NA,NA,NA,NA,NA,NA,NA,17.3799991607666,NA,NA
1990-06-14,NA,NA,NA,NA,NA,NA,NA,17.3999996185303,NA,NA
1990-06-15,NA,NA,NA,NA,NA,NA,NA,15.8999996185303,NA,NA
1990-06-18,NA,NA,NA,NA,NA,NA,NA,17.7099990844727,NA,NA
1990-06-19,NA,NA,NA,NA,NA,NA,NA,15.2299995422363,NA,NA
1990-06-20,NA,NA,NA,NA,NA,NA,NA,15.2700004577637,NA,NA
1990-06-21,NA,NA,NA,NA,NA,NA,NA,14.7200002670288,NA,NA
1990-06-22,NA,NA,NA,NA,NA,NA,NA,19.3600006103516,NA,NA
1990-06-25,NA,NA,NA,NA,NA,NA,NA,17.0599994659424,NA,NA
1990-06-26,NA,NA,NA,NA,NA,NA,NA,16.2900009155273,NA,NA
1990-06-27,NA,NA,NA,NA,NA,NA,NA,16,NA,NA
1990-06-28,NA,NA,NA,NA,NA,NA,NA,16.1800003051758,NA,NA
1990-06-29,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA
1990-07-02,NA,NA,NA,NA,NA,NA,NA,16.2600002288818,NA,NA
1990-07-03,NA,NA,NA,NA,NA,NA,NA,16.1100006103516,NA,NA
1990-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-07-05,NA,NA,NA,NA,NA,NA,NA,17.25,NA,NA
1990-07-06,NA,NA,NA,NA,NA,NA,NA,16.4099998474121,NA,NA
1990-07-09,NA,NA,NA,NA,NA,NA,NA,16.6599998474121,NA,NA
1990-07-10,NA,NA,NA,NA,NA,NA,NA,16.9200000762939,NA,NA
1990-07-11,NA,NA,NA,NA,NA,NA,NA,16.6800003051758,NA,NA
1990-07-12,NA,NA,NA,NA,NA,NA,NA,17.0599994659424,NA,NA
1990-07-13,NA,NA,NA,NA,NA,NA,NA,17.0900001525879,NA,NA
1990-07-16,NA,NA,NA,NA,NA,NA,NA,16.75,NA,NA
1990-07-17,NA,NA,NA,NA,NA,NA,NA,16.6599998474121,NA,NA
1990-07-18,NA,NA,NA,NA,NA,NA,NA,18.8999996185303,NA,NA
1990-07-19,NA,NA,NA,NA,NA,NA,NA,18.5599994659424,NA,NA
1990-07-20,NA,NA,NA,NA,NA,NA,NA,15.6300001144409,NA,NA
1990-07-23,NA,NA,NA,NA,NA,NA,NA,23.6800003051758,NA,NA
1990-07-24,NA,NA,NA,NA,NA,NA,NA,21.7900009155273,NA,NA
1990-07-25,NA,NA,NA,NA,NA,NA,NA,20.1900005340576,NA,NA
1990-07-26,NA,NA,NA,NA,NA,NA,NA,20.2600002288818,NA,NA
1990-07-27,NA,NA,NA,NA,NA,NA,NA,21.1200008392334,NA,NA
1990-07-30,NA,NA,NA,NA,NA,NA,NA,21.1599998474121,NA,NA
1990-07-31,NA,NA,NA,NA,NA,NA,NA,21.1100006103516,NA,NA
1990-08-01,NA,NA,NA,NA,NA,NA,NA,21.6399993896484,NA,NA
1990-08-02,NA,NA,NA,NA,NA,NA,NA,20.4300003051758,NA,NA
1990-08-03,NA,NA,NA,NA,NA,NA,NA,28.7399997711182,NA,NA
1990-08-06,NA,NA,NA,NA,NA,NA,NA,35.9099998474121,NA,NA
1990-08-07,NA,NA,NA,NA,NA,NA,NA,32.75,NA,NA
1990-08-08,NA,NA,NA,NA,NA,NA,NA,28.2700004577637,NA,NA
1990-08-09,NA,NA,NA,NA,NA,NA,NA,24.3899993896484,NA,NA
1990-08-10,NA,NA,NA,NA,NA,NA,NA,25.75,NA,NA
1990-08-13,NA,NA,NA,NA,NA,NA,NA,25.7399997711182,NA,NA
1990-08-14,NA,NA,NA,NA,NA,NA,NA,24.1800003051758,NA,NA
1990-08-15,NA,NA,NA,NA,NA,NA,NA,23.3099994659424,NA,NA
1990-08-16,NA,NA,NA,NA,NA,NA,NA,27.1599998474121,NA,NA
1990-08-17,NA,NA,NA,NA,NA,NA,NA,27.5300006866455,NA,NA
1990-08-20,NA,NA,NA,NA,NA,NA,NA,26.4599990844727,NA,NA
1990-08-21,NA,NA,NA,NA,NA,NA,NA,28.8999996185303,NA,NA
1990-08-22,NA,NA,NA,NA,NA,NA,NA,30.5499992370605,NA,NA
1990-08-23,NA,NA,NA,NA,NA,NA,NA,36.4700012207031,NA,NA
1990-08-24,NA,NA,NA,NA,NA,NA,NA,33.9300003051758,NA,NA
1990-08-27,NA,NA,NA,NA,NA,NA,NA,29.6299991607666,NA,NA
1990-08-28,NA,NA,NA,NA,NA,NA,NA,29.1200008392334,NA,NA
1990-08-29,NA,NA,NA,NA,NA,NA,NA,27.3799991607666,NA,NA
1990-08-30,NA,NA,NA,NA,NA,NA,NA,29.8899993896484,NA,NA
1990-08-31,NA,NA,NA,NA,NA,NA,NA,29.8999996185303,NA,NA
1990-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-09-04,NA,NA,NA,NA,NA,NA,NA,29.5799999237061,NA,NA
1990-09-05,NA,NA,NA,NA,NA,NA,NA,28.5200004577637,NA,NA
1990-09-06,NA,NA,NA,NA,NA,NA,NA,30.1900005340576,NA,NA
1990-09-07,NA,NA,NA,NA,NA,NA,NA,28.7299995422363,NA,NA
1990-09-10,NA,NA,NA,NA,NA,NA,NA,29.3400001525879,NA,NA
1990-09-11,NA,NA,NA,NA,NA,NA,NA,28.3799991607666,NA,NA
1990-09-12,NA,NA,NA,NA,NA,NA,NA,28.1200008392334,NA,NA
1990-09-13,NA,NA,NA,NA,NA,NA,NA,29.3299999237061,NA,NA
1990-09-14,NA,NA,NA,NA,NA,NA,NA,30.5599994659424,NA,NA
1990-09-17,NA,NA,NA,NA,NA,NA,NA,29.5499992370605,NA,NA
1990-09-18,NA,NA,NA,NA,NA,NA,NA,28.8199996948242,NA,NA
1990-09-19,NA,NA,NA,NA,NA,NA,NA,27.8799991607666,NA,NA
1990-09-20,NA,NA,NA,NA,NA,NA,NA,28.6599998474121,NA,NA
1990-09-21,NA,NA,NA,NA,NA,NA,NA,30.0400009155273,NA,NA
1990-09-24,NA,NA,NA,NA,NA,NA,NA,30.5599994659424,NA,NA
1990-09-25,NA,NA,NA,NA,NA,NA,NA,28.8099994659424,NA,NA
1990-09-26,NA,NA,NA,NA,NA,NA,NA,28.1900005340576,NA,NA
1990-09-27,NA,NA,NA,NA,NA,NA,NA,28.6700000762939,NA,NA
1990-09-28,NA,NA,NA,NA,NA,NA,NA,29.1100006103516,NA,NA
1990-10-01,NA,NA,NA,NA,NA,NA,NA,28.0599994659424,NA,NA
1990-10-02,NA,NA,NA,NA,NA,NA,NA,27.2800006866455,NA,NA
1990-10-03,NA,NA,NA,NA,NA,NA,NA,27.8999996185303,NA,NA
1990-10-04,NA,NA,NA,NA,NA,NA,NA,27.5100002288818,NA,NA
1990-10-05,NA,NA,NA,NA,NA,NA,NA,27.8500003814697,NA,NA
1990-10-08,NA,NA,NA,NA,NA,NA,NA,28.0400009155273,NA,NA
1990-10-09,NA,NA,NA,NA,NA,NA,NA,30.7099990844727,NA,NA
1990-10-10,NA,NA,NA,NA,NA,NA,NA,31.1900005340576,NA,NA
1990-10-11,NA,NA,NA,NA,NA,NA,NA,33.9799995422363,NA,NA
1990-10-12,NA,NA,NA,NA,NA,NA,NA,31.9400005340576,NA,NA
1990-10-15,NA,NA,NA,NA,NA,NA,NA,31.6399993896484,NA,NA
1990-10-16,NA,NA,NA,NA,NA,NA,NA,31.4500007629395,NA,NA
1990-10-17,NA,NA,NA,NA,NA,NA,NA,31.3700008392334,NA,NA
1990-10-18,NA,NA,NA,NA,NA,NA,NA,29.6000003814697,NA,NA
1990-10-19,NA,NA,NA,NA,NA,NA,NA,27.8600006103516,NA,NA
1990-10-22,NA,NA,NA,NA,NA,NA,NA,27.2700004577637,NA,NA
1990-10-23,NA,NA,NA,NA,NA,NA,NA,27.5699996948242,NA,NA
1990-10-24,NA,NA,NA,NA,NA,NA,NA,28.2800006866455,NA,NA
1990-10-25,NA,NA,NA,NA,NA,NA,NA,29.0400009155273,NA,NA
1990-10-26,NA,NA,NA,NA,NA,NA,NA,30.75,NA,NA
1990-10-29,NA,NA,NA,NA,NA,NA,NA,31.5400009155273,NA,NA
1990-10-30,NA,NA,NA,NA,NA,NA,NA,30.5200004577637,NA,NA
1990-10-31,NA,NA,NA,NA,NA,NA,NA,30.0400009155273,NA,NA
1990-11-01,NA,NA,NA,NA,NA,NA,NA,30.25,NA,NA
1990-11-02,NA,NA,NA,NA,NA,NA,NA,30.0300006866455,NA,NA
1990-11-05,NA,NA,NA,NA,NA,NA,NA,29.8500003814697,NA,NA
1990-11-06,NA,NA,NA,NA,NA,NA,NA,29.1100006103516,NA,NA
1990-11-07,NA,NA,NA,NA,NA,NA,NA,30.8700008392334,NA,NA
1990-11-08,NA,NA,NA,NA,NA,NA,NA,30.7900009155273,NA,NA
1990-11-09,NA,NA,NA,NA,NA,NA,NA,26.9599990844727,NA,NA
1990-11-12,NA,NA,NA,NA,NA,NA,NA,25.6000003814697,NA,NA
1990-11-13,NA,NA,NA,NA,NA,NA,NA,24.5799999237061,NA,NA
1990-11-14,NA,NA,NA,NA,NA,NA,NA,22.8899993896484,NA,NA
1990-11-15,NA,NA,NA,NA,NA,NA,NA,22.5699996948242,NA,NA
1990-11-16,NA,NA,NA,NA,NA,NA,NA,21.3400001525879,NA,NA
1990-11-19,NA,NA,NA,NA,NA,NA,NA,20.9500007629395,NA,NA
1990-11-20,NA,NA,NA,NA,NA,NA,NA,20.0900001525879,NA,NA
1990-11-21,NA,NA,NA,NA,NA,NA,NA,21.0900001525879,NA,NA
1990-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-11-23,NA,NA,NA,NA,NA,NA,NA,20.9799995422363,NA,NA
1990-11-26,NA,NA,NA,NA,NA,NA,NA,22.7600002288818,NA,NA
1990-11-27,NA,NA,NA,NA,NA,NA,NA,22.8600006103516,NA,NA
1990-11-28,NA,NA,NA,NA,NA,NA,NA,22.9599990844727,NA,NA
1990-11-29,NA,NA,NA,NA,NA,NA,NA,23.9099998474121,NA,NA
1990-11-30,NA,NA,NA,NA,NA,NA,NA,22.1599998474121,NA,NA
1990-12-03,NA,NA,NA,NA,NA,NA,NA,22.2900009155273,NA,NA
1990-12-04,NA,NA,NA,NA,NA,NA,NA,22.0300006866455,NA,NA
1990-12-05,NA,NA,NA,NA,NA,NA,NA,20.9400005340576,NA,NA
1990-12-06,NA,NA,NA,NA,NA,NA,NA,22.6200008392334,NA,NA
1990-12-07,NA,NA,NA,NA,NA,NA,NA,22.5900001525879,NA,NA
1990-12-10,NA,NA,NA,NA,NA,NA,NA,23.5799999237061,NA,NA
1990-12-11,NA,NA,NA,NA,NA,NA,NA,23.75,NA,NA
1990-12-12,NA,NA,NA,NA,NA,NA,NA,21.2800006866455,NA,NA
1990-12-13,NA,NA,NA,NA,NA,NA,NA,23.0499992370605,NA,NA
1990-12-14,NA,NA,NA,NA,NA,NA,NA,23.8500003814697,NA,NA
1990-12-17,NA,NA,NA,NA,NA,NA,NA,24.8500003814697,NA,NA
1990-12-18,NA,NA,NA,NA,NA,NA,NA,23.1100006103516,NA,NA
1990-12-19,NA,NA,NA,NA,NA,NA,NA,23.0799999237061,NA,NA
1990-12-20,NA,NA,NA,NA,NA,NA,NA,23.1299991607666,NA,NA
1990-12-21,NA,NA,NA,NA,NA,NA,NA,22.6599998474121,NA,NA
1990-12-24,NA,NA,NA,NA,NA,NA,NA,24.0300006866455,NA,NA
1990-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-12-26,NA,NA,NA,NA,NA,NA,NA,24.1800003051758,NA,NA
1990-12-27,NA,NA,NA,NA,NA,NA,NA,24.8099994659424,NA,NA
1990-12-28,NA,NA,NA,NA,NA,NA,NA,25.0499992370605,NA,NA
1990-12-31,NA,NA,NA,NA,NA,NA,NA,26.3799991607666,NA,NA
1991-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-01-02,NA,NA,NA,NA,NA,NA,NA,26.6200008392334,NA,NA
1991-01-03,NA,NA,NA,NA,NA,NA,NA,27.9300003051758,NA,NA
1991-01-04,NA,NA,NA,NA,NA,NA,NA,27.1900005340576,NA,NA
1991-01-07,NA,NA,NA,NA,NA,NA,NA,28.9500007629395,NA,NA
1991-01-08,NA,NA,NA,NA,NA,NA,NA,30.3799991607666,NA,NA
1991-01-09,NA,NA,NA,NA,NA,NA,NA,33.2999992370605,NA,NA
1991-01-10,NA,NA,NA,NA,NA,NA,NA,31.3299999237061,NA,NA
1991-01-11,NA,NA,NA,NA,NA,NA,NA,32.6300010681152,NA,NA
1991-01-14,NA,NA,NA,NA,NA,NA,NA,36.2000007629395,NA,NA
1991-01-15,NA,NA,NA,NA,NA,NA,NA,36.1599998474121,NA,NA
1991-01-16,NA,NA,NA,NA,NA,NA,NA,33.2000007629395,NA,NA
1991-01-17,NA,NA,NA,NA,NA,NA,NA,27.4500007629395,NA,NA
1991-01-18,NA,NA,NA,NA,NA,NA,NA,25.3899993896484,NA,NA
1991-01-21,NA,NA,NA,NA,NA,NA,NA,24.3299999237061,NA,NA
1991-01-22,NA,NA,NA,NA,NA,NA,NA,24.8999996185303,NA,NA
1991-01-23,NA,NA,NA,NA,NA,NA,NA,23.9200000762939,NA,NA
1991-01-24,NA,NA,NA,NA,NA,NA,NA,22.8600006103516,NA,NA
1991-01-25,NA,NA,NA,NA,NA,NA,NA,22.2000007629395,NA,NA
1991-01-28,NA,NA,NA,NA,NA,NA,NA,23.0499992370605,NA,NA
1991-01-29,NA,NA,NA,NA,NA,NA,NA,23.1700000762939,NA,NA
1991-01-30,NA,NA,NA,NA,NA,NA,NA,21.3700008392334,NA,NA
1991-01-31,NA,NA,NA,NA,NA,NA,NA,20.9099998474121,NA,NA
1991-02-01,NA,NA,NA,NA,NA,NA,NA,21.0400009155273,NA,NA
1991-02-04,NA,NA,NA,NA,NA,NA,NA,21.8600006103516,NA,NA
1991-02-05,NA,NA,NA,NA,NA,NA,NA,21.4599990844727,NA,NA
1991-02-06,NA,NA,NA,NA,NA,NA,NA,22.6800003051758,NA,NA
1991-02-07,NA,NA,NA,NA,NA,NA,NA,23.6000003814697,NA,NA
1991-02-08,NA,NA,NA,NA,NA,NA,NA,23.3799991607666,NA,NA
1991-02-11,NA,NA,NA,NA,NA,NA,NA,22.5599994659424,NA,NA
1991-02-12,NA,NA,NA,NA,NA,NA,NA,22.2600002288818,NA,NA
1991-02-13,NA,NA,NA,NA,NA,NA,NA,20.8600006103516,NA,NA
1991-02-14,NA,NA,NA,NA,NA,NA,NA,21.4799995422363,NA,NA
1991-02-15,NA,NA,NA,NA,NA,NA,NA,19.5699996948242,NA,NA
1991-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-02-19,NA,NA,NA,NA,NA,NA,NA,19.8400001525879,NA,NA
1991-02-20,NA,NA,NA,NA,NA,NA,NA,22.2600002288818,NA,NA
1991-02-21,NA,NA,NA,NA,NA,NA,NA,20.7800006866455,NA,NA
1991-02-22,NA,NA,NA,NA,NA,NA,NA,21.0100002288818,NA,NA
1991-02-25,NA,NA,NA,NA,NA,NA,NA,22.8600006103516,NA,NA
1991-02-26,NA,NA,NA,NA,NA,NA,NA,20.3799991607666,NA,NA
1991-02-27,NA,NA,NA,NA,NA,NA,NA,21.2600002288818,NA,NA
1991-02-28,NA,NA,NA,NA,NA,NA,NA,21.2299995422363,NA,NA
1991-03-01,NA,NA,NA,NA,NA,NA,NA,21.2299995422363,NA,NA
1991-03-04,NA,NA,NA,NA,NA,NA,NA,20.8600006103516,NA,NA
1991-03-05,NA,NA,NA,NA,NA,NA,NA,20.4500007629395,NA,NA
1991-03-06,NA,NA,NA,NA,NA,NA,NA,20.5499992370605,NA,NA
1991-03-07,NA,NA,NA,NA,NA,NA,NA,21.0499992370605,NA,NA
1991-03-08,NA,NA,NA,NA,NA,NA,NA,20.8099994659424,NA,NA
1991-03-11,NA,NA,NA,NA,NA,NA,NA,20.8799991607666,NA,NA
1991-03-12,NA,NA,NA,NA,NA,NA,NA,18.8199996948242,NA,NA
1991-03-13,NA,NA,NA,NA,NA,NA,NA,16.0900001525879,NA,NA
1991-03-14,NA,NA,NA,NA,NA,NA,NA,14.9399995803833,NA,NA
1991-03-15,NA,NA,NA,NA,NA,NA,NA,14.8999996185303,NA,NA
1991-03-18,NA,NA,NA,NA,NA,NA,NA,15.789999961853,NA,NA
1991-03-19,NA,NA,NA,NA,NA,NA,NA,16.1100006103516,NA,NA
1991-03-20,NA,NA,NA,NA,NA,NA,NA,16.0400009155273,NA,NA
1991-03-21,NA,NA,NA,NA,NA,NA,NA,16.8600006103516,NA,NA
1991-03-22,NA,NA,NA,NA,NA,NA,NA,16.4899997711182,NA,NA
1991-03-25,NA,NA,NA,NA,NA,NA,NA,16.7600002288818,NA,NA
1991-03-26,NA,NA,NA,NA,NA,NA,NA,16.3099994659424,NA,NA
1991-03-27,NA,NA,NA,NA,NA,NA,NA,16.5499992370605,NA,NA
1991-03-28,NA,NA,NA,NA,NA,NA,NA,16.8799991607666,NA,NA
1991-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-04-01,NA,NA,NA,NA,NA,NA,NA,17.4200000762939,NA,NA
1991-04-02,NA,NA,NA,NA,NA,NA,NA,17.3999996185303,NA,NA
1991-04-03,NA,NA,NA,NA,NA,NA,NA,17.6100006103516,NA,NA
1991-04-04,NA,NA,NA,NA,NA,NA,NA,18.0100002288818,NA,NA
1991-04-05,NA,NA,NA,NA,NA,NA,NA,17.6299991607666,NA,NA
1991-04-08,NA,NA,NA,NA,NA,NA,NA,17.4099998474121,NA,NA
1991-04-09,NA,NA,NA,NA,NA,NA,NA,20.1200008392334,NA,NA
1991-04-10,NA,NA,NA,NA,NA,NA,NA,19.7299995422363,NA,NA
1991-04-11,NA,NA,NA,NA,NA,NA,NA,17.2399997711182,NA,NA
